signal_date,eval_date,strategy,ticker,signal,prev,close,high,pct_high,pct_close,wl,status
2026-05-27,,swing,BKDP.JK,BREAKOUT,,,,,,,pending
2026-05-27,2026-05-29,swing,CPIN.JK,PRE_MARKUP,4480.0,4270.0,4440.0,-0.89,-4.69,L,evaluated
2026-05-27,2026-05-29,swing,DMAS.JK,PRE_MARKUP,157.0,156.0,159.0,1.27,-0.64,L,evaluated
2026-05-27,2026-05-29,swing,MAPI.JK,PRE_MARKUP,1500.0,1495.0,1505.0,0.33,-0.33,L,evaluated
2026-05-27,2026-05-29,swing,MPMX.JK,BREAKOUT,1090.0,1135.0,1145.0,5.05,4.13,W,evaluated
2026-05-27,2026-05-29,swing,UNIC.JK,PRE_MARKUP,15350.0,13550.0,14100.0,-8.14,-11.73,L,evaluated
2026-05-27,2026-05-29,swing,DFAM.JK,PRE_MARKUP,118.0,107.0,119.0,0.85,-9.32,L,evaluated
2026-05-27,2026-05-29,swing,PPGL.JK,PRE_MARKUP,234.0,250.0,256.0,9.4,6.84,W,evaluated
2026-05-27,2026-05-29,swing,WMPP.JK,PRE_MARKUP,36.0,36.0,36.0,0.0,0.0,L,evaluated
2026-05-27,2026-05-29,swing,MMIX.JK,PRE_MARKUP,386.0,422.0,430.0,11.4,9.33,W,evaluated
2026-05-27,2026-05-29,swing,HBAT.JK,PRE_MARKUP,505.0,500.0,515.0,1.98,-0.99,L,evaluated
2026-05-27,2026-05-29,swing,RGAS.JK,PRE_MARKUP,100.0,103.0,105.0,5.0,3.0,W,evaluated
