signal_date,eval_date,strategy,ticker,signal,prev,close,high,pct_high,pct_close,wl,status
2026-05-26,2026-05-29,scalping,APLI.JK,SCALPING_HIGH,262.0,262.0,262.0,0.0,0.0,L,evaluated
2026-05-26,2026-05-29,scalping,BBTN.JK,SCALPING_HIGH,1340.0,1270.0,1345.0,0.37,-5.22,L,evaluated
2026-05-26,,scalping,BKDP.JK,SCALPING_HIGH,,,,,,,pending
2026-05-26,2026-05-29,scalping,BMSR.JK,SCALPING_HIGH,302.0,296.0,302.0,0.0,-1.99,L,evaluated
2026-05-26,2026-05-29,scalping,BTPN.JK,SCALPING_HIGH,2350.0,2340.0,2360.0,0.43,-0.43,L,evaluated
2026-05-26,2026-05-29,scalping,CTBN.JK,SCALPING_HIGH,5800.0,5850.0,5850.0,0.86,0.86,W,evaluated
2026-05-26,2026-05-29,scalping,DUTI.JK,SCALPING_HIGH,4330.0,4100.0,4100.0,-5.31,-5.31,L,evaluated
2026-05-26,2026-05-29,scalping,FORU.JK,SCALPING_HIGH,1440.0,1500.0,1505.0,4.51,4.17,W,evaluated
2026-05-26,2026-05-29,scalping,MBSS.JK,SCALPING_HIGH,2450.0,2460.0,2500.0,2.04,0.41,W,evaluated
2026-05-26,2026-05-29,scalping,MPMX.JK,SCALPING_HIGH,1090.0,1135.0,1145.0,5.05,4.13,W,evaluated
2026-05-26,2026-05-29,scalping,TALF.JK,SCALPING_HIGH,830.0,710.0,770.0,-7.23,-14.46,L,evaluated
2026-05-26,2026-05-29,scalping,UNIC.JK,SCALPING_HIGH,15350.0,13550.0,14100.0,-8.14,-11.73,L,evaluated
2026-05-26,2026-05-29,scalping,BRIS.JK,SCALPING_HIGH,1930.0,1980.0,1980.0,2.59,2.59,W,evaluated
2026-05-26,2026-05-29,scalping,CARS.JK,SCALPING_HIGH,91.0,92.0,96.0,5.49,1.1,W,evaluated
2026-05-26,2026-05-29,scalping,JMAS.JK,SCALPING_HIGH,266.0,282.0,282.0,6.02,6.02,W,evaluated
2026-05-26,2026-05-29,scalping,LCKM.JK,SCALPING_HIGH,110.0,106.0,112.0,1.82,-3.64,L,evaluated
2026-05-26,2026-05-29,scalping,FILM.JK,SCALPING_HIGH,2520.0,2150.0,2580.0,2.38,-14.68,L,evaluated
2026-05-26,2026-05-29,scalping,GGRP.JK,SCALPING_HIGH,294.0,292.0,300.0,2.04,-0.68,L,evaluated
2026-05-26,2026-05-29,scalping,GULA.JK,SCALPING_HIGH,500.0,545.0,550.0,10.0,9.0,W,evaluated
2026-05-26,2026-05-29,scalping,LAJU.JK,SCALPING_HIGH,70.0,69.0,70.0,0.0,-1.43,L,evaluated
2026-05-26,2026-05-29,scalping,HBAT.JK,SCALPING_HIGH,505.0,500.0,515.0,1.98,-0.99,L,evaluated
2026-05-26,2026-05-29,scalping,GRIA.JK,SCALPING_HIGH,139.0,138.0,148.0,6.47,-0.72,L,evaluated
